2023-05-30 00:02:21,28.8
2023-05-30 00:07:34,28.8
2023-05-30 00:12:48,28.8
2023-05-30 00:18:02,28.5
2023-05-30 00:23:15,28.4
2023-05-30 00:28:29,28.4
2023-05-30 00:33:43,28.5
2023-05-30 00:38:56,28.5
2023-05-30 00:44:09,28.4
2023-05-30 00:49:23,28.2
2023-05-30 00:54:36,28.2
2023-05-30 00:59:49,28.0
2023-05-30 01:05:03,28.0
2023-05-30 01:10:16,28.1
2023-05-30 01:15:29,28.1
2023-05-30 01:20:42,28.0
2023-05-30 01:25:55,27.8
2023-05-30 01:31:08,27.8
2023-05-30 01:36:21,27.8
2023-05-30 01:41:34,27.7
2023-05-30 01:46:47,27.7
2023-05-30 01:52:00,27.6
2023-05-30 01:57:13,27.5
2023-05-30 02:02:26,27.4
2023-05-30 02:07:40,27.2
2023-05-30 02:12:53,27.1
2023-05-30 02:18:07,27.2
2023-05-30 02:23:20,27.3
2023-05-30 02:28:33,27.1
2023-05-30 02:33:46,26.6
2023-05-30 02:39:01,26.4
2023-05-30 02:44:14,26.3
2023-05-30 02:49:29,25.9
2023-05-30 02:54:43,25.0
2023-05-30 02:59:59,25.4
2023-05-30 03:05:12,25.4
2023-05-30 03:10:25,25.3
2023-05-30 03:15:38,25.2
2023-05-30 03:20:52,25.0
2023-05-30 03:26:06,24.9
2023-05-30 03:31:19,24.9
2023-05-30 03:36:33,24.8
2023-05-30 03:41:46,24.7
2023-05-30 03:47:00,24.7
2023-05-30 03:52:14,24.9
2023-05-30 03:57:27,25.0
2023-05-30 04:02:41,25.1
2023-05-30 04:07:54,25.5
2023-05-30 04:13:07,25.8
2023-05-30 04:18:21,26.1
2023-05-30 04:23:34,26.2
2023-05-30 04:28:47,26.3
2023-05-30 04:34:00,26.3
2023-05-30 04:39:14,26.4
2023-05-30 04:44:27,26.1
2023-05-30 04:49:40,25.8
2023-05-30 04:54:54,25.5
2023-05-30 05:00:07,25.3
2023-05-30 05:05:20,25.0
2023-05-30 05:10:34,24.8
2023-05-30 05:15:48,24.6
2023-05-30 05:21:01,24.6
2023-05-30 05:26:14,24.4
2023-05-30 05:31:27,24.4
2023-05-30 05:36:40,24.2
2023-05-30 05:41:54,24.2
2023-05-30 05:47:08,24.2
2023-05-30 05:52:21,24.8
2023-05-30 05:57:35,25.9
2023-05-30 06:02:48,27.1
2023-05-30 06:08:01,28.0
2023-05-30 06:13:15,28.6
2023-05-30 06:18:28,29.3
2023-05-30 06:23:42,29.9
2023-05-30 06:28:55,30.3
2023-05-30 06:34:08,30.7
2023-05-30 06:39:22,31.1
2023-05-30 06:44:35,31.5
2023-05-30 06:49:49,31.8
2023-05-30 06:55:03,32.0
2023-05-30 07:00:17,31.9
2023-05-30 07:05:30,31.2
2023-05-30 07:10:43,30.6
2023-05-30 07:15:56,30.4
2023-05-30 07:21:09,30.7
2023-05-30 07:26:22,31.0
2023-05-30 07:31:35,31.4
2023-05-30 07:36:48,31.7
2023-05-30 07:42:01,32.0
2023-05-30 07:47:14,32.2
2023-05-30 07:52:27,31.9
2023-05-30 07:57:40,31.2
2023-05-30 08:05:35,30.6
2023-05-30 08:10:51,30.7
2023-05-30 08:16:06,31.0
2023-05-30 08:21:20,31.3
2023-05-30 12:49:37,18.8
2023-05-30 13:44:17,19.5
2023-05-30 17:02:57,26.5
2023-05-30 17:08:12,26.4
2023-05-30 17:13:34,26.0
2023-05-30 17:18:57,25.6
2023-05-30 17:24:18,25.4
