2023-07-07 00:05:00,33.18,38.28,1.18
2023-07-07 00:10:00,33.36,38.01,1.18
2023-07-07 00:15:00,33.44,37.9,1.18
2023-07-07 00:20:00,33.55,37.74,1.18
2023-07-07 00:25:00,33.62,37.71,0.7
2023-07-07 00:30:00,33.69,37.7,0.0
2023-07-07 00:35:00,33.72,37.96,1.55
2023-07-07 00:40:00,33.7,38.34,1.56
2023-07-07 00:45:00,33.67,38.58,1.54
2023-07-07 00:50:00,33.7,38.89,1.2
2023-07-07 00:55:00,33.88,38.82,1.2
2023-07-07 01:00:00,34.08,38.48,1.21
2023-07-07 01:05:00,34.23,38.38,1.51
2023-07-07 01:10:00,34.34,38.37,0.23
2023-07-07 01:15:00,34.46,38.46,0.0
2023-07-07 01:20:00,34.43,38.24,0.0
2023-07-07 01:25:00,34.34,38.41,0.16
2023-07-07 01:30:00,34.25,38.32,0.0
2023-07-07 01:35:00,34.04,38.49,0.0
2023-07-07 01:40:00,33.8,38.54,0.0
2023-07-07 01:45:00,33.52,38.62,0.0
2023-07-07 01:50:00,33.21,38.76,0.0
2023-07-07 01:55:00,32.94,39.01,0.0
2023-07-07 02:00:00,32.68,39.31,0.0
2023-07-07 02:05:00,32.43,39.71,0.0
2023-07-07 02:10:00,32.25,39.82,0.0
2023-07-07 02:15:00,32.02,40.11,0.0
2023-07-07 02:20:00,31.77,40.35,0.0
2023-07-07 02:25:00,31.57,40.55,0.0
2023-07-07 02:30:00,31.34,40.75,0.0
2023-07-07 02:35:00,31.15,41.02,0.0
2023-07-07 02:40:00,30.97,41.18,0.0
2023-07-07 02:45:00,30.81,41.33,0.0
2023-07-07 02:50:00,30.63,41.41,0.0
2023-07-07 02:55:00,30.54,41.32,0.0
2023-07-07 03:00:00,30.35,41.35,0.0
2023-07-07 03:05:00,30.15,41.37,0.0
2023-07-07 03:10:00,29.98,41.44,0.0
2023-07-07 03:15:00,29.86,41.66,0.0
2023-07-07 03:20:00,29.74,41.79,0.0
2023-07-07 03:25:00,29.59,41.94,0.0
2023-07-07 03:30:00,29.46,42.18,0.0
2023-07-07 03:35:00,29.33,42.29,0.0
2023-07-07 03:40:00,29.21,42.44,0.0
2023-07-07 03:45:00,29.1,42.53,0.0
2023-07-07 03:50:00,28.98,42.81,0.0
2023-07-07 03:55:00,28.88,43.01,0.0
2023-07-07 04:00:00,28.77,43.14,0.0
2023-07-07 04:05:00,28.67,43.3,0.0
2023-07-07 04:10:00,28.58,43.35,0.0
2023-07-07 04:15:00,28.49,43.43,0.0
2023-07-07 04:20:00,28.4,43.53,0.0
2023-07-07 04:25:00,28.32,43.6,0.0
2023-07-07 04:30:00,28.24,43.66,0.0
2023-07-07 04:35:00,28.18,43.69,0.0
2023-07-07 04:40:00,28.1,43.76,0.0
2023-07-07 04:45:00,28.03,43.85,0.0
2023-07-07 04:50:00,27.95,43.86,0.0
2023-07-07 04:55:00,27.9,43.92,0.0
2023-07-07 05:00:00,27.81,43.95,0.0
2023-07-07 05:05:00,27.8,43.93,0.81
2023-07-07 05:10:00,27.79,43.92,1.61
2023-07-07 05:15:00,27.98,43.77,1.58
2023-07-07 05:20:00,28.4,43.29,0.0
2023-07-07 05:25:00,28.7,42.79,0.0
2023-07-07 05:30:00,28.8,42.43,0.0
2023-07-07 05:35:00,28.81,42.41,0.0
2023-07-07 05:40:00,28.79,42.52,0.0
2023-07-07 05:45:00,28.7,42.69,0.0
2023-07-07 05:50:00,28.65,42.77,0.0
2023-07-07 05:55:00,28.59,42.88,0.0
2023-07-07 06:00:00,28.5,43.06,0.0
2023-07-07 06:05:00,28.41,43.22,0.0
2023-07-07 06:10:00,28.33,43.36,0.0
2023-07-07 06:15:00,28.23,43.49,0.0
2023-07-07 06:20:00,28.16,43.64,0.0
2023-07-07 06:25:00,28.08,43.76,0.0
2023-07-07 06:30:00,28.0,44.03,0.0
2023-07-07 06:35:00,28.0,44.35,0.0
2023-07-07 06:40:00,27.91,44.43,0.0
2023-07-07 06:45:00,27.8,44.72,0.1
2023-07-07 06:50:00,27.81,45.04,1.6
2023-07-07 06:55:00,27.98,45.35,1.6
2023-07-07 07:00:00,28.35,45.37,0.6
2023-07-07 07:05:00,28.72,45.09,0.0
2023-07-07 07:10:00,28.94,44.43,0.0
2023-07-07 07:15:00,29.02,43.84,0.0
2023-07-07 07:20:00,28.96,43.65,0.0
2023-07-07 07:25:00,28.9,43.52,0.0
2023-07-07 07:30:00,28.79,43.81,0.0
2023-07-07 07:35:00,28.65,43.82,0.0
2023-07-07 07:40:00,28.54,44.08,0.0
2023-07-07 07:45:00,28.37,44.59,0.0
2023-07-07 07:50:00,28.23,44.97,0.0
